shipment_id,origin,destination,transport_type,shipment_date,delivery_date,distance_km,weight_kg,weight_bucket,duration_days,shipment_cost_aed,cost_per_km,delay_flag,temperature_c,weather,day_of_week_num,month_num,is_weekend
405,Ajman,Fujairah,Air,2023-11-01,2023-02-19,186.51,4687.77,Heavy,1,2185.79,11.719,0,48.7,Clear,NULL,NULL,0
406,"Umm Al Quwain","Abu Dhabi",Truck,2023-06-29,2023-11-29,717.35,2797.96,Heavy,153,1806.4,2.518,1,41.9,"Dust Storm",NULL,NULL,0
408,Dubai,"Umm Al Quwain",Air,2023-11-22,2023-02-13,1132.05,4353.73,Heavy,1,12321.6,10.884,0,49.1,Clear,NULL,NULL,0
409,Dubai,Fujairah,Truck,2023-09-28,2023-02-27,219.89,1427.33,Medium,1,282.47,1.285,0,48.8,Clear,NULL,NULL,0
411,Fujairah,Sharjah,Truck,2023-04-11,2023-06-28,1947.11,1028.41,Medium,78,1802.18,0.926,1,39.5,Rainy,NULL,NULL,0
412,Fujairah,"Umm Al Quwain",Courier,2023-09-21,2023-10-21,387.02,1488.43,Medium,30,1036.89,2.679,1,44.3,Hot,NULL,NULL,0
413,Ajman,Sharjah,Truck,2023-02-22,2023-02-16,1793.41,3434.81,Heavy,1,5544.02,3.091,0,33,Rainy,NULL,NULL,0
414,"Ras Al Khaimah",Sharjah,Air,2023-03-01,2023-06-20,1126.91,2150.72,Heavy,111,6059.17,5.377,1,44.9,Clear,NULL,NULL,0
415,Dubai,"Ras Al Khaimah",Ship,2023-04-18,2023-09-29,1873.79,3137.52,Heavy,164,8230.68,4.393,1,23.3,"Dust Storm",NULL,NULL,0
416,"Ras Al Khaimah",Dubai,Truck,2023-01-05,2023-12-03,376.89,4118.76,Heavy,332,1397.09,3.707,1,34.4,Hot,NULL,NULL,0
418,"Ras Al Khaimah",Sharjah,Ship,2023-07-15,2023-09-05,147.77,2843.86,Heavy,52,588.33,3.981,1,40.5,Rainy,NULL,NULL,1
419,"Ras Al Khaimah",Fujairah,Ship,2023-09-19,2023-05-29,1769.9,3889.05,Heavy,1,9636.52,5.445,0,23.5,Rainy,NULL,NULL,0
420,Dubai,"Abu Dhabi",Ship,2023-12-31,2023-08-19,1358.09,3577.04,Heavy,1,6801.12,5.008,0,23.1,Hot,NULL,NULL,1
421,"Abu Dhabi","Umm Al Quwain",Air,2023-12-16,2023-10-08,759.4,2701.52,Heavy,1,5128.84,6.754,0,47,Hot,NULL,NULL,1
422,"Abu Dhabi",Ajman,Air,2023-02-16,2023-05-06,405.22,1920,Medium,79,1945.06,4.8,1,29.1,Rainy,NULL,NULL,0
423,Fujairah,"Abu Dhabi",Air,2023-12-21,2023-07-12,1638.57,2040.47,Heavy,1,8358.63,5.101,0,29.8,Hot,NULL,NULL,0
424,"Ras Al Khaimah","Abu Dhabi",Air,2023-11-07,2023-03-22,1218.39,2168.51,Heavy,1,6605.23,5.421,1,43.3,"Dust Storm",NULL,NULL,0
425,"Ras Al Khaimah",Ajman,Air,2023-11-04,2023-04-05,740.02,1747.48,Medium,1,3232.93,4.369,0,32.4,Clear,NULL,NULL,1
426,"Ras Al Khaimah",Sharjah,Courier,2023-05-24,2023-08-15,904.36,3496.88,Heavy,83,5692.39,6.294,1,45,"Dust Storm",NULL,NULL,0
427,"Ras Al Khaimah","Abu Dhabi",Courier,2023-09-26,2023-03-07,1658.29,631.45,Medium,1,1884.83,1.137,0,32,Clear,NULL,NULL,0
428,"Ras Al Khaimah",Ajman,Truck,2023-05-04,2023-03-30,697.69,4837.43,Heavy,1,3037.52,4.354,0,42.8,Hot,NULL,NULL,0
429,Ajman,"Umm Al Quwain",Ship,2023-04-16,2023-03-30,206.58,3896.03,Heavy,1,1126.78,5.454,0,35.8,Rainy,NULL,NULL,1
430,Sharjah,"Ras Al Khaimah",Courier,2023-06-07,2023-07-21,1825.23,1494.32,Medium,44,4909.46,2.69,1,48.1,Hot,NULL,NULL,0
431,"Ras Al Khaimah",Fujairah,Air,2023-05-27,2023-08-03,793.07,217.53,Light,68,431.29,0.544,1,29.8,"Dust Storm",NULL,NULL,1
432,Ajman,Fujairah,Ship,2023-05-25,2023-07-24,716.32,3557.96,Heavy,60,3568.09,4.981,1,30.9,"Dust Storm",NULL,NULL,0
433,"Abu Dhabi",Fujairah,Air,2023-04-30,2023-03-31,432.67,3673.12,Heavy,1,3973.12,9.183,0,49.1,Hot,NULL,NULL,1
434,"Ras Al Khaimah",Sharjah,Air,2023-11-15,2023-03-03,1797.92,4818.29,Heavy,1,21657.25,12.046,0,42.1,Rainy,NULL,NULL,0
436,Fujairah,"Abu Dhabi",Ship,2023-04-02,2023-04-05,1284.25,418.21,Light,3,751.92,0.585,0,28.9,Clear,NULL,NULL,1
437,Sharjah,Dubai,Air,2023-02-27,2023-11-04,1765.11,4576.1,Heavy,250,20193.3,11.44,1,36,"Dust Storm",NULL,NULL,0
438,Dubai,Fujairah,Air,2023-12-12,2023-01-28,98.78,1296.95,Medium,1,320.28,3.242,0,29.4,Clear,NULL,NULL,0
440,"Ras Al Khaimah",Ajman,Ship,2023-04-27,2023-03-16,838.88,307.99,Light,1,361.71,0.431,0,36.1,Clear,NULL,NULL,0
441,"Ras Al Khaimah",Sharjah,Courier,2023-11-14,2023-03-03,1326.21,3804.12,Heavy,1,9081.11,6.847,0,49.6,Rainy,NULL,NULL,0
442,Sharjah,"Abu Dhabi",Ship,2023-10-06,2023-07-06,763.64,639.49,Medium,1,683.68,0.895,1,26.4,"Dust Storm",NULL,NULL,0
443,Sharjah,"Umm Al Quwain",Air,2023-05-07,2023-02-01,1400.17,3479.45,Heavy,1,12179.55,8.699,0,27.3,Rainy,NULL,NULL,1
444,Fujairah,"Umm Al Quwain",Courier,2023-05-09,2023-08-08,530.96,2664.05,Heavy,91,2546.11,4.795,1,27.3,Clear,NULL,NULL,0
446,"Abu Dhabi",Fujairah,Truck,2023-05-02,2023-10-30,1897.14,189.4,Light,181,323.39,0.17,1,35.3,Clear,NULL,NULL,0
448,"Umm Al Quwain","Ras Al Khaimah",Ship,2023-08-27,2023-06-10,1653.48,352.2,Light,1,815.3,0.493,1,45.3,"Dust Storm",NULL,NULL,1
451,Sharjah,"Umm Al Quwain",Truck,2023-05-06,2023-07-01,1650.31,2677.17,Heavy,56,3976.34,2.409,1,22.2,"Dust Storm",NULL,NULL,1
453,Dubai,Ajman,Air,2023-02-17,2023-02-16,1735.44,2447.72,Heavy,1,10619.68,6.119,0,24.1,Rainy,NULL,NULL,0
454,"Umm Al Quwain",Sharjah,Courier,2023-03-30,2023-12-08,1010.59,1996.52,Medium,253,3631.79,3.594,1,30.4,Hot,NULL,NULL,0
455,Ajman,"Ras Al Khaimah",Air,2023-08-25,2023-03-22,751.32,1582.18,Medium,1,2971.81,3.955,0,35.7,Rainy,NULL,NULL,0
457,"Umm Al Quwain",Fujairah,Courier,2023-07-08,2023-09-18,702.54,311.07,Light,72,393.37,0.56,1,25.7,"Dust Storm",NULL,NULL,1
458,Dubai,Sharjah,Ship,2023-07-11,2023-11-05,714.16,3235.2,Heavy,117,3234.63,4.529,1,25.3,Rainy,NULL,NULL,0
459,Sharjah,Dubai,Courier,2023-03-10,2023-09-05,1475.05,4115.85,Heavy,179,10927.95,7.409,1,27.6,Hot,NULL,NULL,0
465,Sharjah,Dubai,Courier,2023-05-24,2023-04-30,1067.51,589.72,Medium,1,1133.16,1.061,0,44.6,Clear,NULL,NULL,0
466,Dubai,"Ras Al Khaimah",Courier,2023-03-27,2023-01-18,1401.27,3194.93,Heavy,1,8058.53,5.751,0,40,Clear,NULL,NULL,0
467,"Umm Al Quwain","Abu Dhabi",Truck,2023-07-04,2023-11-28,1033.27,4256.28,Heavy,147,3958.1,3.831,1,41.1,"Dust Storm",NULL,NULL,0
468,Ajman,Sharjah,Air,2023-10-12,2023-08-16,851.57,340.9,Light,1,725.75,0.852,0,39,Clear,NULL,NULL,0
469,Fujairah,"Umm Al Quwain",Ship,2023-08-08,2023-12-28,1989.94,534.49,Medium,142,1489.04,0.748,1,39.5,Clear,NULL,NULL,0
470,"Abu Dhabi","Ras Al Khaimah",Ship,2023-03-10,2023-04-28,320.85,2830.21,Heavy,49,1271.3,3.962,1,47.9,Hot,NULL,NULL,0
471,Sharjah,Dubai,Air,2023-02-16,2023-02-13,1197.67,1094.97,Medium,1,3278.53,2.737,1,25.6,"Dust Storm",NULL,NULL,0
472,Dubai,"Abu Dhabi",Courier,2023-04-04,2024-01-04,1775.15,3061.03,Heavy,275,9780.82,5.51,1,28.2,Hot,NULL,NULL,0
473,"Abu Dhabi","Umm Al Quwain",Air,2023-08-26,2023-04-26,1383.81,1076.65,Medium,1,3724.7,2.692,0,22.8,Clear,NULL,NULL,1
474,Dubai,"Abu Dhabi",Ship,2023-07-23,2023-10-11,1765.42,586.83,Medium,80,1450.4,0.822,1,45.1,Clear,NULL,NULL,1
475,"Abu Dhabi",Sharjah,Truck,2023-08-06,2023-02-07,692.58,2730.15,Heavy,1,1701.76,2.457,0,33.5,Rainy,NULL,NULL,1
476,Sharjah,"Abu Dhabi",Courier,2023-12-07,2023-10-30,565.83,4311.66,Heavy,1,4391.4,7.761,0,47.2,Hot,NULL,NULL,0
477,Dubai,"Umm Al Quwain",Air,2023-02-08,2023-04-24,1707.01,3427.18,Heavy,75,14625.58,8.568,1,32.4,Clear,NULL,NULL,0
479,Dubai,Fujairah,Courier,2023-10-16,2023-05-13,1428.07,1335.34,Medium,1,3432.53,2.404,1,33.5,"Dust Storm",NULL,NULL,0
480,"Abu Dhabi","Umm Al Quwain",Air,2023-09-11,2023-12-03,321.06,4430.46,Heavy,83,3556.11,11.076,1,38.4,Clear,NULL,NULL,0
481,Fujairah,"Ras Al Khaimah",Truck,2023-08-10,2023-12-03,1519,1888.31,Medium,115,2581.51,1.699,1,43,Clear,NULL,NULL,0
482,Fujairah,Sharjah,Courier,2023-12-23,2023-08-17,1111.5,4262.98,Heavy,1,8528.94,7.673,0,30.5,Clear,NULL,NULL,1
483,"Umm Al Quwain",Ajman,Truck,2023-01-23,2023-05-28,559.16,2358.52,Heavy,125,1186.91,2.123,1,38.9,"Dust Storm",NULL,NULL,0
484,Ajman,"Abu Dhabi",Ship,2023-09-07,2023-05-03,1004.17,1342.95,Medium,1,1887.97,1.88,0,26.1,Clear,NULL,NULL,0
485,Ajman,Fujairah,Courier,2023-01-10,2023-03-23,1402.98,1304.99,Medium,72,3295.57,2.349,1,36.6,Hot,NULL,NULL,0
486,"Umm Al Quwain","Ras Al Khaimah",Truck,2023-09-03,2023-06-23,53.42,2840.5,Heavy,1,136.57,2.557,0,36.4,Rainy,NULL,NULL,1
487,"Umm Al Quwain",Dubai,Air,2023-11-21,2023-06-04,1285.81,399.66,Light,1,1284.72,0.999,0,46.7,Rainy,NULL,NULL,0
488,"Ras Al Khaimah",Ajman,Truck,2023-04-10,2023-05-31,1096.93,4650.63,Heavy,51,4591.27,4.186,1,46.9,Rainy,NULL,NULL,0
489,Sharjah,Dubai,Ship,2023-10-17,2023-02-28,463.96,1360.96,Medium,1,884,1.905,0,34.6,Hot,NULL,NULL,0
490,Dubai,"Umm Al Quwain",Air,2023-06-29,2023-03-05,1513.37,1681.45,Medium,1,6361.64,4.204,0,20.7,Clear,NULL,NULL,0
492,"Abu Dhabi",Fujairah,Courier,2023-09-07,2023-12-23,575.42,20.02,Light,107,20.74,0.036,1,20,"Dust Storm",NULL,NULL,0
493,"Umm Al Quwain","Ras Al Khaimah",Truck,2023-05-27,2023-11-19,958.3,3464.29,Heavy,176,2987.85,3.118,1,34.3,Clear,NULL,NULL,1
495,Dubai,Fujairah,Courier,2023-09-14,2023-06-16,1859.83,4049.17,Heavy,1,13555.38,7.289,0,30.6,Rainy,NULL,NULL,0
496,"Ras Al Khaimah",Ajman,Truck,2023-11-21,2023-03-27,308.47,209.85,Light,1,58.26,0.189,0,39.1,Hot,NULL,NULL,0
497,Fujairah,Sharjah,Ship,2023-01-04,2023-05-18,811.04,4643.63,Heavy,134,5272.64,6.501,1,31.1,Rainy,NULL,NULL,0
498,"Umm Al Quwain","Ras Al Khaimah",Courier,2023-01-16,2023-07-09,161.97,1657.78,Medium,174,483.32,2.984,1,47.8,Rainy,NULL,NULL,0
500,"Umm Al Quwain",Sharjah,Courier,2023-12-02,2023-04-17,912.03,540.12,Medium,1,886.69,0.972,0,39.4,Clear,NULL,NULL,1
501,Ajman,Sharjah,Courier,2023-09-04,2023-12-31,1422.65,3720.88,Heavy,118,9528.32,6.698,1,31.2,Rainy,NULL,NULL,0
502,Ajman,"Abu Dhabi",Truck,2023-09-15,2023-03-14,664.72,2898.89,Heavy,1,1734.26,2.609,0,21.2,Hot,NULL,NULL,0
503,Sharjah,"Umm Al Quwain",Courier,2023-06-09,2023-05-07,1693.3,1794.17,Medium,1,5468.52,3.23,1,42.1,"Dust Storm",NULL,NULL,0
504,"Ras Al Khaimah",Dubai,Air,2023-12-06,2023-06-20,1083.61,400.32,Light,1,1084.48,1.001,1,41.5,"Dust Storm",NULL,NULL,0
505,Dubai,Ajman,Truck,2023-06-01,2023-07-25,1888.91,3025.66,Heavy,54,5143.68,2.723,1,35.9,Hot,NULL,NULL,0
506,"Ras Al Khaimah","Umm Al Quwain",Air,2023-06-27,2023-11-10,185.26,137.07,Light,136,63.48,0.343,1,32.5,Clear,NULL,NULL,0
508,"Ras Al Khaimah","Abu Dhabi",Courier,2023-02-02,2023-07-15,1539.92,3023.02,Heavy,163,8379.38,5.441,1,42.4,Rainy,NULL,NULL,0
510,"Umm Al Quwain",Fujairah,Truck,2023-04-11,2023-05-22,75.69,4956.72,Heavy,41,337.66,4.461,1,39.7,"Dust Storm",NULL,NULL,0
513,"Umm Al Quwain","Ras Al Khaimah",Air,2023-03-06,2023-02-24,521.08,1709.02,Medium,1,2226.34,4.273,0,20.4,Rainy,NULL,NULL,0
514,Ajman,Sharjah,Courier,2023-06-17,2023-04-15,986.75,3659.26,Heavy,1,6499.39,6.587,0,38.5,Rainy,NULL,NULL,1
515,Fujairah,Sharjah,Courier,2023-11-26,2023-12-09,1098.05,4659.44,Heavy,13,9209.34,8.387,1,38.4,Hot,NULL,NULL,1
516,Ajman,Fujairah,Courier,2023-02-12,2023-12-05,1539.59,4871.75,Heavy,296,13500.9,8.769,1,22.1,"Dust Storm",NULL,NULL,1
517,Dubai,Sharjah,Ship,2023-02-13,2023-03-03,804.75,4729.33,Heavy,18,5328.3,6.621,1,32.8,Clear,NULL,NULL,0
518,Sharjah,Dubai,Courier,2023-10-12,2023-03-29,896.72,4397.52,Heavy,1,7098.02,7.916,0,39.5,Rainy,NULL,NULL,0
519,"Umm Al Quwain",Sharjah,Courier,2023-01-12,2023-09-16,1083.87,4954.93,Heavy,247,9666.9,8.919,1,41.1,Hot,NULL,NULL,0
520,Dubai,Sharjah,Ship,2023-04-05,2023-06-28,806.94,1882.85,Medium,84,2127.09,2.636,1,46.8,"Dust Storm",NULL,NULL,0
521,"Abu Dhabi",Dubai,Ship,2023-10-29,2023-08-31,1831.66,4741.86,Heavy,1,12159.67,6.639,0,45.2,Clear,NULL,NULL,1
522,"Abu Dhabi",Fujairah,Courier,2023-09-10,2023-07-23,1706.97,3806.29,Heavy,1,11695,6.851,0,23.5,Hot,NULL,NULL,1
523,Ajman,"Abu Dhabi",Courier,2023-08-30,2023-02-01,926.3,846.46,Medium,1,1411.34,1.524,0,38.3,Rainy,NULL,NULL,0
524,Sharjah,Ajman,Air,2023-02-04,2023-10-17,30.38,232.1,Light,255,17.63,0.58,1,37.9,Hot,NULL,NULL,1
525,"Ras Al Khaimah",Fujairah,Courier,2023-08-03,2023-03-22,1804.84,1076.35,Medium,1,3496.75,1.937,1,29.1,"Dust Storm",NULL,NULL,0
527,Sharjah,"Abu Dhabi",Truck,2023-03-31,2023-09-12,511.69,3160.33,Heavy,165,1455.4,2.844,1,26,Hot,NULL,NULL,0
528,Sharjah,Ajman,Courier,2023-09-21,2023-10-15,330.15,1125.66,Medium,24,668.95,2.026,1,25.3,Hot,NULL,NULL,0
530,Dubai,Ajman,Courier,2023-03-31,2023-05-07,1611.67,710.9,Medium,37,2062.33,1.28,1,24.5,Rainy,NULL,NULL,0
531,Ajman,Dubai,Courier,2023-04-25,2023-02-17,1171.62,4110.1,Heavy,1,8667.86,7.398,1,27.9,"Dust Storm",NULL,NULL,0
532,"Ras Al Khaimah",Dubai,Air,2023-04-15,2023-07-26,1913.51,3971.83,Heavy,102,19000.34,9.93,1,26.5,Rainy,NULL,NULL,1
533,Dubai,"Abu Dhabi",Courier,2023-07-15,2023-04-18,485.96,4863.02,Heavy,1,4253.82,8.753,1,41.4,"Dust Storm",NULL,NULL,1
534,"Ras Al Khaimah",Sharjah,Ship,2023-11-10,2023-10-03,986.7,755.65,Medium,1,1043.84,1.058,0,24.8,Hot,NULL,NULL,0
535,Fujairah,"Umm Al Quwain",Courier,2023-04-24,2023-12-04,1955.53,4533.53,Heavy,224,15957.82,8.16,1,20.7,Rainy,NULL,NULL,0
536,Fujairah,"Abu Dhabi",Truck,2023-03-16,2023-05-04,1658.09,1708.81,Medium,49,2550.02,1.538,1,31.2,"Dust Storm",NULL,NULL,0
537,"Umm Al Quwain",Sharjah,Courier,2023-08-05,2023-05-15,1465.37,2083.22,Heavy,1,5494.84,3.75,0,29.2,Hot,NULL,NULL,1
538,"Umm Al Quwain",Fujairah,Ship,2023-10-04,2023-04-18,402.28,2344.88,Heavy,1,1320.62,3.283,0,31.9,Clear,NULL,NULL,0
539,Dubai,"Umm Al Quwain",Courier,2023-09-06,2023-11-02,1545.73,3136.39,Heavy,57,8726.42,5.646,1,42.6,Hot,NULL,NULL,0
541,"Ras Al Khaimah",Ajman,Courier,2023-12-23,2023-02-20,1075.16,3001.79,Heavy,1,5809.33,5.403,1,21.1,"Dust Storm",NULL,NULL,1
542,"Ras Al Khaimah",Dubai,Air,2023-07-11,2023-12-04,1230.05,4633.95,Heavy,146,14249.98,11.585,1,27.7,Clear,NULL,NULL,0
544,"Umm Al Quwain",Fujairah,Truck,2023-06-26,2023-09-26,1461.25,1995.07,Medium,92,2623.77,1.796,1,25.1,"Dust Storm",NULL,NULL,0
545,"Abu Dhabi","Ras Al Khaimah",Truck,2023-04-09,2023-01-24,1333.55,2524.98,Heavy,1,3030.47,2.272,0,49.9,Clear,NULL,NULL,1
546,"Ras Al Khaimah",Fujairah,Truck,2023-02-05,2023-02-24,164.69,1617.9,Medium,19,239.81,1.456,1,44.2,Clear,NULL,NULL,1
547,Ajman,Sharjah,Air,2023-04-06,2023-09-12,930.97,4884.45,Heavy,159,11368.19,12.211,1,33.7,"Dust Storm",NULL,NULL,0
548,"Abu Dhabi",Fujairah,Courier,2023-06-01,2023-08-24,1338.12,3629.79,Heavy,84,8742.77,6.534,1,42.4,Rainy,NULL,NULL,0
549,Ajman,"Umm Al Quwain",Truck,2023-05-31,2023-03-01,613.11,2397.01,Heavy,1,1322.67,2.157,0,35.6,Clear,NULL,NULL,0
550,Sharjah,"Umm Al Quwain",Air,2023-07-09,2023-06-14,646.72,3757.77,Heavy,1,6075.56,9.394,0,37,Rainy,NULL,NULL,1
551,"Ras Al Khaimah",Dubai,Air,2023-08-12,2023-09-17,275.4,2339.88,Heavy,36,1611.01,5.85,1,37.4,Clear,NULL,NULL,1
553,Fujairah,"Abu Dhabi",Ship,2023-09-25,2023-08-05,1974.06,2718.25,Heavy,1,7512.38,3.806,0,21.8,Clear,NULL,NULL,0
554,Fujairah,Sharjah,Courier,2023-07-02,2023-07-03,592.08,3127.8,Heavy,1,3333.43,5.63,1,38.5,"Dust Storm",NULL,NULL,1
555,Dubai,"Abu Dhabi",Truck,2023-01-13,2023-02-27,1076.93,4906.13,Heavy,45,4755.2,4.416,1,41.5,Clear,NULL,NULL,0
557,"Umm Al Quwain",Sharjah,Air,2023-08-05,2023-04-01,56.59,2562.92,Heavy,1,362.59,6.407,0,49.4,Clear,NULL,NULL,1
558,"Abu Dhabi",Ajman,Courier,2023-12-21,2023-11-08,1803.87,495.28,Light,1,1608.16,0.892,0,24.3,Hot,NULL,NULL,0
559,Sharjah,"Ras Al Khaimah",Ship,2023-12-27,2023-02-15,791.5,749.23,Medium,1,830.22,1.049,0,47.3,Clear,NULL,NULL,0
560,Ajman,"Abu Dhabi",Courier,2023-10-13,2023-09-15,1742.16,3054.26,Heavy,1,9577.82,5.498,0,40.3,Hot,NULL,NULL,0
561,"Ras Al Khaimah",Dubai,Truck,2023-09-30,2023-01-22,106.73,1161.68,Medium,1,111.59,1.046,0,39.9,Rainy,NULL,NULL,1
562,Dubai,"Ras Al Khaimah",Truck,2023-03-03,2023-01-22,316.96,3747.12,Heavy,1,1068.92,3.372,0,46.3,Rainy,NULL,NULL,0
563,Ajman,"Ras Al Khaimah",Truck,2023-03-25,2023-02-22,665.38,2573.42,Heavy,1,1541.07,2.316,0,45,Clear,NULL,NULL,1
564,Sharjah,"Ras Al Khaimah",Courier,2023-08-05,2023-12-05,710.56,1094.97,Medium,122,1400.48,1.971,1,30.4,Rainy,NULL,NULL,1
565,"Ras Al Khaimah","Abu Dhabi",Truck,2023-12-08,2023-06-21,1700.15,2471.49,Heavy,1,3781.71,2.224,0,41.2,Clear,NULL,NULL,0
566,"Umm Al Quwain","Abu Dhabi",Courier,2023-07-06,2023-03-09,52.07,9.4,Light,1,0.88,0.017,0,21.5,Hot,NULL,NULL,0
568,"Ras Al Khaimah",Ajman,Truck,2023-06-26,2023-10-28,288.69,68.33,Light,124,17.75,0.061,1,48.1,"Dust Storm",NULL,NULL,0
573,Dubai,Sharjah,Ship,2023-10-11,2023-11-22,1279.96,1263.83,Medium,42,2264.71,1.769,1,31.4,Rainy,NULL,NULL,0
574,Sharjah,Ajman,Air,2023-07-25,2023-03-10,337.83,987.35,Medium,1,833.89,2.468,0,37.5,Clear,NULL,NULL,0
575,Fujairah,Dubai,Ship,2023-08-11,2023-01-29,404.35,3132.43,Heavy,1,1773.24,4.385,1,38.6,"Dust Storm",NULL,NULL,0
576,Dubai,Ajman,Courier,2023-02-21,2023-04-27,1264.58,4114.08,Heavy,65,9364.65,7.405,1,33.1,Clear,NULL,NULL,0
579,Sharjah,Ajman,Truck,2023-03-10,2023-09-18,1198.42,581.87,Medium,192,627.59,0.524,1,48.7,Clear,NULL,NULL,0
580,Dubai,"Umm Al Quwain",Air,2023-04-09,2023-03-21,1090.92,768.37,Medium,1,2095.58,1.921,0,41.2,Clear,NULL,NULL,1
581,"Umm Al Quwain",Fujairah,Air,2023-01-25,2023-10-01,1996.82,2843.92,Heavy,249,14196.99,7.11,1,24.8,Clear,NULL,NULL,0
582,Sharjah,Ajman,Ship,2023-02-22,2023-04-19,1108.37,517.77,Medium,56,803.43,0.725,1,30.8,"Dust Storm",NULL,NULL,0
583,"Ras Al Khaimah","Abu Dhabi",Courier,2023-05-31,2023-03-16,857.63,1014.22,Medium,1,1565.69,1.826,0,46.5,Rainy,NULL,NULL,0
584,Sharjah,"Umm Al Quwain",Ship,2023-05-24,2023-06-25,1821.82,1177.21,Medium,32,3002.53,1.648,1,32.7,Clear,NULL,NULL,0
585,"Umm Al Quwain",Sharjah,Ship,2023-02-26,2023-07-04,491.34,2222.4,Heavy,128,1528.74,3.111,1,48.7,Hot,NULL,NULL,1
586,Dubai,Sharjah,Air,2023-02-08,2023-01-24,222.13,232.83,Light,1,129.3,0.582,0,34.6,Hot,NULL,NULL,0
587,Sharjah,Dubai,Ship,2023-04-19,2023-10-02,1279.16,2501.36,Heavy,166,4479.5,3.502,1,45.9,Rainy,NULL,NULL,0
588,Sharjah,Dubai,Truck,2023-06-30,2023-05-10,218.82,4643.73,Heavy,1,914.53,4.179,0,21.1,Hot,NULL,NULL,0
589,"Abu Dhabi",Fujairah,Ship,2023-02-11,2023-10-19,765.1,127.2,Light,250,136.25,0.178,1,33,Hot,NULL,NULL,1
592,Dubai,Sharjah,Ship,2023-05-02,2023-03-01,1983.57,1565.74,Medium,1,4348.06,2.192,0,38.3,Clear,NULL,NULL,0
593,"Ras Al Khaimah",Dubai,Courier,2023-05-13,2023-01-02,465.33,661.94,Medium,1,554.44,1.191,0,25.2,Clear,NULL,NULL,1
594,"Ras Al Khaimah",Dubai,Truck,2023-06-12,2023-05-12,770.24,221.48,Light,1,153.53,0.199,0,46.6,Clear,NULL,NULL,0
595,Sharjah,Ajman,Truck,2023-08-03,2023-03-09,290.51,3221.3,Heavy,1,842.24,2.899,0,37.2,Clear,NULL,NULL,0
596,Fujairah,Dubai,Truck,2023-08-09,2023-10-21,1227,2763.41,Heavy,73,3051.63,2.487,1,23.2,Hot,NULL,NULL,0
597,Dubai,Fujairah,Courier,2023-08-23,2023-10-13,1463.52,1150.33,Medium,51,3030.36,2.071,1,33.9,"Dust Storm",NULL,NULL,0
598,"Umm Al Quwain",Sharjah,Ship,2023-11-27,2023-03-31,979.69,4158.93,Heavy,1,5704.25,5.823,0,41,Clear,NULL,NULL,0
599,Sharjah,Fujairah,Courier,2023-05-26,2023-04-11,514.29,3678.85,Heavy,1,3405.59,6.622,0,33.5,Hot,NULL,NULL,0
600,Fujairah,"Umm Al Quwain",Ship,2023-08-27,2023-07-09,1253.15,1385.76,Medium,1,2431.19,1.94,0,46.1,Rainy,NULL,NULL,1
601,"Abu Dhabi",Fujairah,Truck,2023-03-17,2023-12-13,1092.14,3768.05,Heavy,271,3703.71,3.391,1,32.7,Hot,NULL,NULL,0
603,"Umm Al Quwain","Abu Dhabi",Truck,2023-03-15,2023-09-28,829.19,3377.96,Heavy,197,2520.87,3.04,1,26.3,Clear,NULL,NULL,0
604,Dubai,"Umm Al Quwain",Ship,2023-09-10,2023-08-08,887.34,597.13,Medium,1,741.8,0.836,0,35.4,Clear,NULL,NULL,1
605,Sharjah,"Umm Al Quwain",Courier,2023-08-18,2023-06-26,1965.76,3462.74,Heavy,1,12252.45,6.233,0,26.7,Clear,NULL,NULL,0
606,"Abu Dhabi","Ras Al Khaimah",Truck,2023-01-07,2023-12-08,1703.09,1197.68,Medium,335,1835.78,1.078,1,26.8,"Dust Storm",NULL,NULL,1
607,Ajman,"Ras Al Khaimah",Truck,2023-06-23,2023-08-22,1476.71,2864.48,Heavy,60,3807.01,2.578,1,28.4,Rainy,NULL,NULL,0
608,"Abu Dhabi",Ajman,Ship,2023-05-21,2023-06-01,1780.89,866.46,Medium,11,2160.3,1.213,1,21.3,Rainy,NULL,NULL,1
609,Sharjah,Fujairah,Ship,2023-06-17,2023-10-05,1478.9,3631.2,Heavy,110,7518.25,5.084,1,24.9,Hot,NULL,NULL,1
610,"Ras Al Khaimah","Abu Dhabi",Air,2023-06-19,2023-08-18,1809.7,309.09,Light,60,1398.4,0.773,1,32.7,Hot,NULL,NULL,0
611,Fujairah,Sharjah,Truck,2023-10-10,2023-06-21,137.47,831.26,Medium,1,102.85,0.748,0,23.9,Clear,NULL,NULL,0
612,"Umm Al Quwain",Sharjah,Truck,2023-05-02,2023-08-12,928.45,924.76,Medium,102,772.73,0.832,1,24,Clear,NULL,NULL,0
613,"Umm Al Quwain","Abu Dhabi",Truck,2023-07-13,2023-08-02,1501.39,211.51,Light,20,285.8,0.19,1,49,Clear,NULL,NULL,0
614,Ajman,"Umm Al Quwain",Air,2023-01-05,2023-10-10,1179.09,3726.34,Heavy,278,10984.23,9.316,1,32.8,Hot,NULL,NULL,0
615,"Umm Al Quwain",Fujairah,Air,2023-01-29,2023-02-11,375.08,4904.86,Heavy,13,4599.29,12.262,1,32.1,Clear,NULL,NULL,1
616,Ajman,Fujairah,Truck,2023-06-14,2023-05-03,700.77,3893.1,Heavy,1,2455.35,3.504,0,28,Hot,NULL,NULL,0
